,0
535,"Stephen Kotkin is definitely not a great historian. Obsessed with Stalin, he hates socialism and seeks to impart the idea that socialism is a misbegotten dystopia, a castle-in-the-air project. He is, in fact, a standard Western apologiser of capitalism, moreover capitalist propagandist, particularly of free-market politics (he was a protégée of John P. Birkelund, late professor of History and International Studies at Princeton University and Senior Fellow at the Hoover Institution, who was Chairman of the Wall Street investment firm Dillon, Read & Co. between 1986 and 1998; sat on more than a dozen Company Boards, including Barings Bank and the New York Stock Exchange, and was a trustee for a number of public organizations, notably the Frick Collection and the New York Public Library, to whom Kotkin dedicated his book Stalin: Paradoxes of Power, 1878–1928, calling him ""businessman, benefactor, fellow historian""). The whole thing about Kotkin is suspicious and and murky: obviously homosexual (try to find his spouse on the Internet), he is hiding his origins, but the surname Kotkin is Jewish from Belarus, hence his hatred of Russia, the October Revolution and socialism in general."
536,"Lex, do I see a bottle Fiji Water on the Table? Vinaka and greetings from Fiji."
537,"These are precisely the kind of calm, rational and insightful conversations that the world desperately needs to hear. None of the propaganda from the TV, simply people talking. Thank you for your work"
538,"This guy is brutal...clearly a good talker, and a smart guy, but obviously   suspends his objectivity for a cause...that Oliver Stone / rape analogy is damning evidence to this guy's true intent.. brutal"
539,"2:24:00 “This is what I know, Lex, from studying history. Stuff happens.” Haha! And Lex’s laugh was priceless. The sentiment following will stick with me."
540,"Kotkin's books are translated in Russian and are available there in book stores.  
Nobody has been prosecuted for reading, translating and publishing them. ️ 
You, Alex, are just lying by saying that this interview might have bad consequences for you in Russia.  
I haven't expect such a cheap fake from you.  
I finish my  subscription to your blog."
541,"Полная дезинформация. Уверен Лех Фридман больше согласен с Оливером Стоуном. А мир сегодня в состоянии войны частично и потому, что мы на Западе имеем таких политически мотивированных и не объективных историков.."
542,"At 18 min, Trump was right to believe Putin vs US intelligence."
543,No matter who an American elects for president you always get John McCain. There is no choice in foreign policy for the American voter.
544,47:47 actually 'all war is based upon deception' - sun tzu
545,Kotkin and his nasally Long Island / New York drawl can put even the toughest among us to sleep. One of the best guests.
546,"The way he comparing Ukraine to Tibet, Xingjian and Hong Kong, not to mention Taiwan, make you doubt whether he is an ideologist or historian. Ukraine is an independent country, and all these other places are not. Basically he is saying West could not tolerate any country who does not live by West standard. What an imperialist view. that is root of today conflicts. He admires Ukrainian will of resistance, rightly so. But he does not understand Russian Will of Resistance to US is as strong as the Ukrainian Will against Russia."
547,Lex Fridman is a good interviewer with genuinely good intentions. This Stephen on the other hand I truly believe is a distorter of history and a lier.
548,"His name is Vadim Shisimarin.(Shysimarin) 
@202:00"
549,"‘Sentimentality’  is spot on to why individuals excuse their abuse and atrocities.  There is no deeper feeling - like compassion, concern, care.   Collectively,  those who embrace sentimentality feel entitled to cause harm and then deny it.  They need to and find it useful in pursuit of dominance because equity, equality are their enemy."
550,Salute
551,A lucky find for me. Been waiting for Mr.Kotkin's view on the current developments for a while now.
552,I appreciate this comeback after the utter embarrassment that was the Stone interview.
553,"A lot of serbs migrated to Russia during Ottoman rule. After first Serb migrations around 15000 Serbs migrated into Russian empire and they created “New Serbia"" and “Slaveno-Serbia” in regions of today's central and eastern Ukraine.

"
554,Someone was held accountable in the US for our criminal wars? Lol.
555,Lex and Stephen kotkin ! Wow intelligent and  Powerful! Polar opposite to Oliver Stone!  Thank you so much! Riveting! 
556,"20:43 a lot of people lost out? Not the Chosen Oligarchs who raided Russian resources and then fled to Isreal under Yeltsin!   This just proves my point on Jewish ancestral hatred toward Russia, even these two  gentlemen perpetuate"
