,0
437,"Everytime Oliver says something negative of USA, there is no followup questions from Lex. Joe Rogan would not have done that. Maybe it's because Lex is not from US so he doesn't want to look too much in opposition."
438,THANK YOU VERY MUCH PRESIDENT PUTIN AND THE BIG TEAM Z🙏🙌🏼❤☀️🌍🌏🌎🙏🙌🏼❤☀️
439,I think Oliver Stone has become the “Leni Riefenstahl” of Putin. There I said it!!!
440,"First time here, I just watched the first five minutes and I already think this is going to be a great interview! Thank you for your work. Cheers."
441,"This is such an insanely bizarre interview... very bizarre. I mean at some point you have to look back and re-evaluate things from a different point of view?

Oh so Russia deserves sovereignty, as does China; good, good, i can live with that. But Georgia does not? Moldova? Ukraine? Baltic? Poland? Or do only big and powerful countries deserve sovereignty? I think your value is not how you deal with the big ones, because you pretty much have to take them into account, but whether you throw the little ones under the bus.

When he describes McCain as sneering as Putin speaks in 2007, how is it necessarily about USA? What if the guy understands that this is manipulation; that USA or NATO can do nothing to Russia, the nuclear retaliation threat is too serious; but that Russia can seriously mess up its neighbours and is potentially looking for an excuse?

When he describes Putin as... an opposite of communist... well communism never existed in USSR according to some scholars; that it was a single capitalist monopoly instead. And Putin right at the start, he called up all oligarchs and made them an offer they couldn't refuse, he re-created a large chunk of this system after it was gone and buried.

And to suggest that Musk is entirely honest, that he will bring freedom of speech to Twitter? Almost ridiculous. Is a person who believes everyone, takes them exactly at their word, cut out to be acting in journalistic capacity at all?"
442,Thank you Lex for allowing a point of view that may not be easy for many of your regular viewers.
443,"What's with the facts, knowledge of history, and analysis?  I thought the real way to the truth is to have really strong emotions based on selectively edited video and editorialized presentation of information, C'mon guys"
444,I love Oliver Stone’s melodic voice
445,"As Ukrainian it was extremely difficult to watch this interview . White people playing liberals deciding what to do or not to do with my country. Ukrainian people are not even asked.
It is we who are make choice, we are putting our lives to defend land, belives  and our philosophy. In this context whitewashing Putin and russia is just fucking outrageous. 
Our future and progress being suppressed by our “parter” for 18 years now. This shit “who’s bad who’s good” is never ending process. And talking with russia is now not an option, Ukrainians will make sure of that"
446,"Hard to continue listening after the statement that 50 people died in Chernobyl. Those are the direct deaths after the explosion and it is a gross misrepresentation of the long shadow of radiation. It is a silent killer and takes years to manifest, depending on the exposure doses. Hundrends of thousands of people were exposed to it. I'm all for discussing the merits of nuclear energy, less of a fan of overt manipulation."
447,"It would be worth mentioning that his son works in the ""pretty good"" Russia Today."
448,Amazing how the whole carbon con game started with striking  coal miners in England
449,"Asking Oliver Stone to weigh in on complex political topics would be like seeking out George Lucas to weigh in on complex topics in real scientific questions arising in the biology of humans and potential humanoid species.  The only difference is George Lucas would tell you he’s unqualified, and want to talk about something else.  What a joke.  Worst interview Lex has ever done here and the most dangerous, because it masquerades well to the naive as someone who has expertise on a subject they know little about."
